"booking_id","customer_id","hotel_id","room_id","check_in_date","check_out_date","nights","adults","children","total_guests","booking_status","payment_status","base_amount_inr","gst_amount_inr","total_amount_inr","paid_amount_inr","booking_date","special_requests","booking_source","cancellation_policy","guest_nationality","created_at"
"IND000471",848,15,210,"2026-01-28","2026-02-11",14,2,1,3,"Cancelled","Pending","236838.00","28420.56","265258.56","258630.79","2025-11-22","Business meeting setup","Booking.com","24 hours before check-in","Foreign","2025-12-23 14:55:13"
"IND000472",2037,32,197,"2026-02-19","2026-03-12",21,2,0,2,"Cancelled","Partial","377706.00","45324.72","423030.72","330336.37","2025-12-24","Quiet room","OYO","24 hours before check-in","Indian","2025-11-30 14:55:13"
"IND000473",2309,24,2639,"2025-12-05","2025-12-19",14,3,1,4,"Checked In","Pending","459144.00","55097.28","514241.28","453378.82","2025-10-31","Extra towels","Phone","24 hours before check-in","Foreign","2025-09-20 14:55:13"
"IND000474",7141,46,1812,"2026-04-06","2026-04-27",21,4,1,5,"Confirmed","Partial","750645.00","90077.40","840722.40","706724.38","2026-03-20","Vegetarian meals only","Travel Agent","24 hours before check-in","Indian","2026-01-25 14:55:13"
"IND000475",7431,18,1510,"2025-12-23","2026-01-07",15,4,2,6,"Checked In","Pending","155010.00","18601.20","173611.20","22944.36","2025-10-22","Ayurvedic spa booking","Agoda","24 hours before check-in","Indian","2025-11-08 14:55:13"
"IND000476",1825,12,1545,"2025-07-18","2025-08-01",14,6,4,10,"Confirmed","Partial","321286.00","38554.32","359840.32","157689.75","2025-07-05","Early check-out","Walk-in","24 hours before check-in","Foreign","2025-04-22 14:55:13"
"IND000477",60,34,1077,"2025-04-25","2025-05-10",15,6,0,6,"Pending","Partial","102510.00","12301.20","114811.20","30969.99","2025-03-17","None","Goibibo","24 hours before check-in","Indian","2025-04-07 14:55:13"
"IND000478",1163,40,764,"2025-06-30","2025-07-03",3,1,3,4,"No Show","Paid","11430.00","1371.60","12801.60","1380.03","2025-05-23","Extra towels","Phone","24 hours before check-in","Foreign","2025-06-21 14:55:13"
"IND000479",3716,5,897,"2026-04-04","2026-04-05",1,5,1,6,"Checked Out","Partial","30863.00","3703.56","34566.56","27982.40","2026-03-31","Birthday surprise","Walk-in","24 hours before check-in","Foreign","2026-03-31 14:55:13"
"IND000480",172,33,1096,"2025-10-08","2025-10-27",19,2,0,2,"Confirmed","Paid","414371.00","49724.52","464095.52","402177.59","2025-08-07","High floor room","Walk-in","24 hours before check-in","Indian","2025-08-12 14:55:13"
"IND000481",3351,27,2087,"2025-06-24","2025-07-09",15,3,1,4,"Confirmed","Pending","167400.00","20088.00","187488.00","141569.15","2025-04-09","Wedding arrangements","Travel Agent","24 hours before check-in","Foreign","2025-04-05 14:55:13"
"IND000482",4450,33,68,"2025-12-22","2025-12-28",6,5,4,9,"Checked Out","Refunded","66906.00","8028.72","74934.72","68224.15","2025-12-16","None","Agoda","24 hours before check-in","Indian","2025-12-08 14:55:13"
"IND000483",2216,47,1600,"2025-04-27","2025-05-17",20,3,4,7,"Pending","Partial","107760.00","12931.20","120691.20","105719.98","2025-04-06","Cultural tour arrangement","MakeMyTrip","24 hours before check-in","Foreign","2025-03-20 14:55:13"
"IND000484",6798,15,1669,"2025-07-25","2025-07-31",6,1,2,3,"Checked In","Paid","148716.00","17845.92","166561.92","110010.04","2025-07-14","Wedding arrangements","Walk-in","24 hours before check-in","Foreign","2025-05-20 14:55:13"
"IND000485",7862,29,513,"2026-03-08","2026-03-11",3,2,0,2,"Confirmed","Partial","38127.00","4575.24","42702.24","36558.89","2026-02-23","Extra towels","Agoda","24 hours before check-in","Indian","2025-12-30 14:55:13"
"IND000486",6801,12,176,"2025-07-12","2025-08-02",21,1,1,2,"Confirmed","Partial","149499.00","17939.88","167438.88","137044.31","2025-04-21","Late check-in","Website","24 hours before check-in","Indian","2025-05-24 14:55:13"
"IND000487",7467,30,2577,"2026-03-21","2026-04-05",15,2,1,3,"Checked Out","Pending","203910.00","24469.20","228379.20","37338.04","2026-03-18","Ayurvedic spa booking","Travel Agent","24 hours before check-in","Foreign","2026-01-17 14:55:13"
"IND000488",720,6,2843,"2026-01-20","2026-02-05",16,1,2,3,"Checked In","Paid","318448.00","38213.76","356661.76","108655.20","2026-01-07","Late check-in","Phone","24 hours before check-in","Indian","2025-12-24 14:55:13"
"IND000489",5244,31,1191,"2025-10-15","2025-10-16",1,1,0,1,"Pending","Refunded","8420.00","1010.40","9430.40","3383.79","2025-07-17","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2025-08-06 14:55:13"
"IND000490",5869,40,1160,"2026-02-23","2026-03-13",18,6,3,9,"No Show","Paid","597636.00","71716.32","669352.32","445894.39","2025-12-10","Cultural tour arrangement","Travel Agent","24 hours before check-in","Foreign","2025-11-29 14:55:13"
"IND000491",2488,35,582,"2025-05-21","2025-05-28",7,5,1,6,"No Show","Refunded","254387.00","30526.44","284913.44","165017.47","2025-05-07","Anniversary celebration","Travel Agent","24 hours before check-in","Indian","2025-04-08 14:55:13"
"IND000492",2891,25,238,"2025-09-01","2025-09-06",5,6,2,8,"Checked Out","Refunded","187825.00","22539.00","210364.00","187968.80","2025-08-07","Birthday surprise","Phone","24 hours before check-in","Indian","2025-06-27 14:55:13"
"IND000493",1530,9,1252,"2025-07-30","2025-08-04",5,2,4,6,"No Show","Pending","156430.00","18771.60","175201.60","156656.36","2025-05-25","Vegetarian meals only","OYO","24 hours before check-in","Foreign","2025-06-19 14:55:13"
"IND000494",2046,47,1880,"2026-02-01","2026-02-07",6,5,0,5,"Pending","Pending","123666.00","14839.92","138505.92","83499.92","2026-01-28","Business meeting setup","Corporate","24 hours before check-in","Indian","2026-01-06 14:55:13"
"IND000495",2779,49,1327,"2025-08-17","2025-08-27",10,4,4,8,"Confirmed","Paid","98120.00","11774.40","109894.40","16091.73","2025-06-10","Birthday surprise","MakeMyTrip","24 hours before check-in","Indian","2025-07-19 14:55:13"
"IND000496",6369,31,399,"2025-08-01","2025-08-10",9,6,3,9,"Cancelled","Paid","212121.00","25454.52","237575.52","163294.27","2025-06-19","Cultural tour arrangement","Corporate","24 hours before check-in","Indian","2025-06-26 14:55:13"
"IND000497",13,3,778,"2025-08-11","2025-08-26",15,5,4,9,"Checked In","Pending","556680.00","66801.60","623481.60","237339.92","2025-07-04","Cultural tour arrangement","Corporate","24 hours before check-in","Foreign","2025-07-25 14:55:13"
"IND000498",3373,40,868,"2026-02-06","2026-02-17",11,2,0,2,"Checked In","Pending","168652.00","20238.24","188890.24","49217.94","2025-11-09","Ayurvedic spa booking","Agoda","24 hours before check-in","Foreign","2026-01-05 14:55:13"
"IND000499",5950,41,728,"2026-01-13","2026-01-23",10,5,4,9,"Confirmed","Partial","52520.00","6302.40","58822.40","8834.47","2025-12-11","Early check-out","OYO","24 hours before check-in","Foreign","2025-10-25 14:55:13"
"IND000500",3618,46,799,"2025-10-09","2025-10-21",12,4,2,6,"Cancelled","Partial","296736.00","35608.32","332344.32","43283.79","2025-08-13","Cultural tour arrangement","Travel Agent","24 hours before check-in","Indian","2025-10-06 14:55:13"
"IND000501",3506,37,2646,"2026-01-11","2026-01-26",15,6,1,7,"Confirmed","Partial","574440.00","68932.80","643372.80","240171.71","2025-11-21","High floor room","Corporate","24 hours before check-in","Foreign","2025-11-03 14:55:13"
"IND000502",7502,46,168,"2025-08-19","2025-09-04",16,6,3,9,"Confirmed","Pending","65280.00","7833.60","73113.60","12377.78","2025-07-01","None","Website","24 hours before check-in","Foreign","2025-06-22 14:55:13"
"IND000503",4724,25,467,"2025-09-28","2025-10-07",9,2,4,6,"Pending","Refunded","242010.00","29041.20","271051.20","160683.65","2025-07-14","Early check-out","Walk-in","24 hours before check-in","Foreign","2025-08-24 14:55:13"
"IND000504",7056,4,2540,"2025-06-08","2025-06-15",7,5,2,7,"Checked In","Pending","107884.00","12946.08","120830.08","95959.84","2025-04-15","None","Travel Agent","24 hours before check-in","Foreign","2025-04-22 14:55:13"
"IND000505",6168,34,226,"2025-04-29","2025-05-08",9,2,3,5,"Checked Out","Partial","311625.00","37395.00","349020.00","241857.86","2025-03-23","Cultural tour arrangement","OYO","24 hours before check-in","Foreign","2025-04-22 14:55:13"
"IND000506",4207,47,12,"2025-07-05","2025-07-14",9,1,3,4,"No Show","Pending","278442.00","33413.04","311855.04","67316.04","2025-06-03","Early check-out","Corporate","24 hours before check-in","Foreign","2025-05-28 14:55:13"
"IND000507",2373,40,992,"2026-03-22","2026-04-12",21,6,2,8,"Cancelled","Refunded","310884.00","37306.08","348190.08","73836.17","2026-03-11","Wedding arrangements","OYO","24 hours before check-in","Foreign","2026-01-17 14:55:13"
"IND000508",7027,39,243,"2026-02-04","2026-02-17",13,3,1,4,"Checked Out","Partial","293371.00","35204.52","328575.52","295446.16","2025-12-31","Honeymoon package","Agoda","24 hours before check-in","Foreign","2025-11-15 14:55:13"
"IND000509",2713,33,355,"2026-02-24","2026-03-13",17,4,4,8,"Confirmed","Pending","621316.00","74557.92","695873.92","266774.81","2025-12-27","None","Phone","24 hours before check-in","Indian","2025-11-27 14:55:13"
"IND000510",606,36,2253,"2025-11-10","2025-11-20",10,4,0,4,"Cancelled","Pending","307060.00","36847.20","343907.20","178588.44","2025-10-30","Quiet room","Corporate","24 hours before check-in","Foreign","2025-09-20 14:55:13"
"IND000511",1064,13,643,"2025-06-24","2025-07-14",20,1,0,1,"No Show","Pending","757520.00","90902.40","848422.40","298749.24","2025-04-14","Honeymoon package","Travel Agent","24 hours before check-in","Foreign","2025-04-01 14:55:13"
"IND000512",1249,50,904,"2025-08-28","2025-09-05",8,5,4,9,"Pending","Partial","52936.00","6352.32","59288.32","47001.61","2025-05-31","Late check-in","Website","24 hours before check-in","Foreign","2025-07-08 14:55:13"
"IND000513",4782,27,1907,"2025-08-17","2025-08-27",10,2,3,5,"Pending","Partial","107410.00","12889.20","120299.20","28917.31","2025-05-19","Early check-out","Agoda","24 hours before check-in","Indian","2025-06-03 14:55:13"
"IND000514",161,3,1121,"2026-02-14","2026-03-02",16,1,1,2,"Confirmed","Partial","602048.00","72245.76","674293.76","456957.97","2025-11-23","Cultural tour arrangement","Website","24 hours before check-in","Indian","2026-01-21 14:55:13"
"IND000515",4450,9,447,"2026-03-03","2026-03-06",3,5,1,6,"Checked Out","Paid","67623.00","8114.76","75737.76","25022.37","2025-12-23","Honeymoon package","Phone","24 hours before check-in","Foreign","2026-02-27 14:55:13"
"IND000516",2153,37,2528,"2026-02-23","2026-02-27",4,6,3,9,"Cancelled","Refunded","106244.00","12749.28","118993.28","102157.08","2026-02-04","Birthday surprise","Travel Agent","24 hours before check-in","Indian","2026-01-20 14:55:13"
"IND000517",1486,36,1956,"2025-11-27","2025-11-29",2,4,2,6,"Cancelled","Paid","12784.00","1534.08","14318.08","9849.05","2025-11-11","High floor room","Phone","24 hours before check-in","Indian","2025-09-30 14:55:13"
"IND000518",5505,6,1911,"2026-01-01","2026-01-08",7,1,3,4,"Checked In","Refunded","262423.00","31490.76","293913.76","243523.02","2025-12-08","Business meeting setup","Travel Agent","24 hours before check-in","Foreign","2025-11-20 14:55:13"
"IND000519",2488,49,9,"2025-10-06","2025-10-26",20,6,4,10,"Cancelled","Paid","494580.00","59349.60","553929.60","312901.26","2025-08-30","Wedding arrangements","OYO","24 hours before check-in","Indian","2025-07-25 14:55:13"
"IND000520",1762,31,685,"2025-12-17","2025-12-19",2,3,0,3,"Pending","Pending","46934.00","5632.08","52566.08","25644.36","2025-11-25","Business meeting setup","Travel Agent","24 hours before check-in","Foreign","2025-10-07 14:55:13"
"IND000521",1989,50,2327,"2025-11-19","2025-11-25",6,5,0,5,"Checked Out","Refunded","175464.00","21055.68","196519.68","68907.45","2025-10-27","Vegetarian meals only","MakeMyTrip","24 hours before check-in","Foreign","2025-11-09 14:55:13"
"IND000522",6674,48,13,"2025-06-08","2025-06-26",18,4,1,5,"Checked Out","Partial","149130.00","17895.60","167025.60","139382.83","2025-06-06","Airport pickup","OYO","24 hours before check-in","Indian","2025-04-25 14:55:13"
"IND000523",1968,49,72,"2025-05-06","2025-05-13",7,4,2,6,"No Show","Paid","266007.00","31920.84","297927.84","73610.19","2025-03-25","High floor room","Goibibo","24 hours before check-in","Foreign","2025-02-12 14:55:13"
"IND000524",7144,28,1032,"2025-11-07","2025-11-28",21,2,4,6,"Confirmed","Partial","69762.00","8371.44","78133.44","31286.12","2025-09-09","Ayurvedic spa booking","MakeMyTrip","24 hours before check-in","Foreign","2025-10-11 14:55:13"
"IND000525",1890,26,2156,"2025-06-22","2025-07-09",17,2,4,6,"Checked Out","Paid","454240.00","54508.80","508748.80","106095.32","2025-04-02","Wedding arrangements","Website","24 hours before check-in","Foreign","2025-03-30 14:55:13"
"IND000526",5095,48,396,"2026-03-16","2026-03-19",3,4,3,7,"Checked Out","Pending","68856.00","8262.72","77118.72","44209.97","2026-01-08","Business meeting setup","Walk-in","24 hours before check-in","Foreign","2026-03-05 14:55:13"
"IND000527",3917,21,2785,"2026-02-24","2026-02-27",3,3,3,6,"Checked In","Pending","57426.00","6891.12","64317.12","9754.96","2026-02-15","Late check-in","OYO","24 hours before check-in","Foreign","2026-02-16 14:55:13"
"IND000528",2411,27,2883,"2026-02-02","2026-02-03",1,4,0,4,"Confirmed","Pending","24055.00","2886.60","26941.60","11556.33","2025-12-23","Quiet room","Corporate","24 hours before check-in","Foreign","2026-01-15 14:55:13"
"IND000529",2840,20,202,"2026-02-25","2026-02-27",2,5,4,9,"Pending","Paid","51110.00","6133.20","57243.20","10325.35","2026-01-20","High floor room","OYO","24 hours before check-in","Foreign","2025-12-30 14:55:13"
"IND000530",934,9,698,"2025-09-25","2025-10-12",17,6,1,7,"Cancelled","Paid","78336.00","9400.32","87736.32","53781.61","2025-07-10","None","Phone","24 hours before check-in","Indian","2025-08-09 14:55:13"
"IND000531",2970,20,2051,"2025-08-03","2025-08-18",15,6,3,9,"Pending","Paid","440160.00","52819.20","492979.20","80950.55","2025-06-16","Extra towels","MakeMyTrip","24 hours before check-in","Foreign","2025-07-17 14:55:13"
"IND000532",636,18,2180,"2025-07-10","2025-07-13",3,1,3,4,"No Show","Partial","67980.00","8157.60","76137.60","32091.38","2025-06-23","Cultural tour arrangement","Website","24 hours before check-in","Indian","2025-06-08 14:55:13"
"IND000533",6634,33,516,"2026-04-15","2026-04-29",14,1,3,4,"Checked Out","Refunded","198478.00","23817.36","222295.36","199222.78","2026-03-22","High floor room","MakeMyTrip","24 hours before check-in","Indian","2026-01-30 14:55:13"
"IND000534",2377,29,1950,"2025-05-22","2025-05-23",1,6,3,9,"Cancelled","Refunded","4824.00","578.88","5402.88","4922.57","2025-03-24","Honeymoon package","Booking.com","24 hours before check-in","Foreign","2025-04-28 14:55:13"
"IND000535",3866,48,427,"2025-12-24","2026-01-12",19,2,4,6,"Pending","Partial","586150.00","70338.00","656488.00","462042.28","2025-10-14","Ayurvedic spa booking","Goibibo","24 hours before check-in","Foreign","2025-12-08 14:55:13"
"IND000536",5341,48,384,"2026-02-13","2026-02-24",11,6,3,9,"Cancelled","Pending","351175.00","42141.00","393316.00","326218.78","2025-11-24","Ayurvedic spa booking","OYO","24 hours before check-in","Foreign","2026-01-06 14:55:13"
"IND000537",1926,43,134,"2026-01-22","2026-02-01",10,6,2,8,"Pending","Refunded","389400.00","46728.00","436128.00","57439.57","2025-12-06","None","Corporate","24 hours before check-in","Foreign","2026-01-05 14:55:13"
"IND000538",5759,17,1261,"2025-12-03","2025-12-22",19,5,0,5,"Cancelled","Refunded","633935.00","76072.20","710007.20","370540.79","2025-11-06","Wedding arrangements","Agoda","24 hours before check-in","Indian","2025-09-27 14:55:13"
"IND000539",627,15,795,"2025-11-05","2025-11-19",14,5,3,8,"Checked In","Pending","239890.00","28786.80","268676.80","238451.59","2025-09-16","Airport pickup","Website","24 hours before check-in","Foreign","2025-09-28 14:55:13"
"IND000540",5155,43,1477,"2025-12-20","2025-12-22",2,4,0,4,"Confirmed","Pending","42346.00","5081.52","47427.52","25782.60","2025-12-07","Ayurvedic spa booking","OYO","24 hours before check-in","Foreign","2025-10-28 14:55:13"
"IND000541",5821,27,2671,"2026-01-12","2026-01-15",3,1,3,4,"Cancelled","Pending","11124.00","1334.88","12458.88","10779.78","2025-11-10","Early check-out","Website","24 hours before check-in","Indian","2025-12-13 14:55:13"
"IND000542",1966,11,1821,"2026-04-08","2026-04-12",4,2,3,5,"Checked Out","Pending","84772.00","10172.64","94944.64","76112.27","2026-03-25","Wedding arrangements","Goibibo","24 hours before check-in","Indian","2026-02-14 14:55:13"
"IND000543",5161,50,1611,"2025-10-28","2025-11-11",14,1,1,2,"Checked In","Refunded","341712.00","41005.44","382717.44","136298.59","2025-10-06","Vegetarian meals only","Travel Agent","24 hours before check-in","Indian","2025-08-10 14:55:13"
"IND000544",7326,33,2694,"2025-08-04","2025-08-16",12,4,3,7,"Confirmed","Paid","268188.00","32182.56","300370.56","89869.79","2025-07-01","Late check-in","Travel Agent","24 hours before check-in","Indian","2025-07-23 14:55:13"
"IND000545",5021,10,604,"2025-07-09","2025-07-13",4,4,4,8,"Pending","Refunded","118684.00","14242.08","132926.08","69209.26","2025-04-20","Early check-out","Corporate","24 hours before check-in","Indian","2025-05-28 14:55:13"
"IND000546",1413,31,123,"2026-01-22","2026-02-03",12,3,1,4,"Checked Out","Partial","124656.00","14958.72","139614.72","126000.04","2026-01-13","Late check-in","Corporate","24 hours before check-in","Indian","2025-12-19 14:55:13"
"IND000547",5902,45,2050,"2025-07-25","2025-08-14",20,4,2,6,"Checked In","Refunded","729680.00","87561.60","817241.60","316730.18","2025-07-22","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2025-04-26 14:55:13"
