"maintenance_id","hotel_id","room_id","issue_type","priority","description","reported_date","reported_by","assigned_staff","status","completion_date","cost_inr","gst_amount_inr","total_cost_inr","parts_used","vendor_involved","guest_impact","follow_up_required","warranty_applicable","created_at","updated_at"
"MNT000516",28,409,"Furniture Repair","Critical","WiFi connectivity issue","2025-05-12 15:57:10","EMP0468","EMP0162","Completed","2025-05-27 15:57:10","22656.45","4078.16","26734.61","Fan Belt","Brand Service Center","None",True,False,"2025-05-12 15:57:10","2025-05-27 15:57:10"
"MNT000517",30,2642,"WiFi Issues","Critical","Mini-bar not working","2025-06-27 15:57:10","EMP0415","EMP0067","Open","2025-07-12 15:57:10","4116.78","741.02","4857.80","Tap Washer","Local Contractor","None",True,True,"2025-06-27 15:57:10","2025-07-12 15:57:10"
"MNT000518",4,NULL,"AC Repair","Medium","Paint peeling off walls","2025-06-19 15:57:10","EMP0023","EMP0784","Cancelled","2025-07-10 15:57:10","1709.20","307.66","2016.86","Paint","In-house","Major",True,False,"2025-06-19 15:57:10","2025-07-10 15:57:10"
"MNT000519",31,NULL,"Carpentry","Critical","TV remote not working","2025-07-27 15:57:10","EMP0056","EMP0104","In Progress","2025-08-14 15:57:10","13283.73","2391.07","15674.80","AC Filter","Local Contractor","None",True,False,"2025-07-27 15:57:10","2025-08-14 15:57:10"
"MNT000520",26,439,"TV/Electronics","High","Mini-bar not working","2025-04-30 15:57:10","EMP0438","EMP0404","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-04-30 15:57:10","2025-08-19 15:57:10"
"MNT000521",44,2296,"Bathroom Fixtures","Low","WiFi connectivity issue","2025-03-23 15:57:10","EMP0554","EMP0625","On Hold","2025-04-06 15:57:10","2378.17","428.07","2806.24","Geyser Element","Local Contractor","Major",True,True,"2025-03-23 15:57:10","2025-04-06 15:57:10"
"MNT000522",31,2624,"AC Repair","Low","WiFi connectivity issue","2025-05-30 15:57:10","EMP0020","EMP0474","Completed","2025-06-07 15:57:10","316.86","57.03","373.89","Remote Battery","In-house","None",False,True,"2025-05-30 15:57:10","2025-06-07 15:57:10"
"MNT000523",37,1415,"Bathroom Fixtures","Medium","Mini-bar not working","2025-05-07 15:57:10","EMP0729","EMP0695","In Progress","2025-05-23 15:57:10","1916.70","345.01","2261.71","Paint","In-house","Major",False,True,"2025-05-07 15:57:10","2025-05-23 15:57:10"
"MNT000524",26,2212,"AC Repair","High","Paint peeling off walls","2025-04-12 15:57:10","EMP0147","EMP0199","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-04-12 15:57:10","2025-08-19 15:57:10"
"MNT000525",15,NULL,"Pest Control","High","Ceiling fan making noise","2025-08-13 15:57:10","EMP0442","EMP0009","On Hold","2025-08-26 15:57:10","5033.60","906.05","5939.65","Light Bulb","Local Contractor","Minor",True,False,"2025-08-13 15:57:10","2025-08-26 15:57:10"
"MNT000526",20,477,"Ceiling Fan","Medium","WiFi connectivity issue","2025-07-17 15:57:10","EMP0570","EMP0590","Cancelled","2025-08-03 15:57:10","2420.59","435.71","2856.30","Fan Belt","Brand Service Center","Minor",False,False,"2025-07-17 15:57:10","2025-08-03 15:57:10"
"MNT000527",25,334,"Plumbing","High","WiFi connectivity issue","2025-07-27 15:57:10","EMP0700","EMP0282","Cancelled","2025-08-17 15:57:10","3094.90","557.08","3651.98","Lock Mechanism","In-house","Major",True,False,"2025-07-27 15:57:10","2025-08-17 15:57:10"
"MNT000528",39,715,"Electrical","Low","Light bulb replacement needed","2025-03-12 15:57:10","EMP0184","EMP0241","In Progress","2025-03-16 15:57:10","875.58","157.60","1033.18","Lock Mechanism","In-house","Major",False,True,"2025-03-12 15:57:10","2025-03-16 15:57:10"
"MNT000529",4,821,"Furniture Repair","High","Mini-bar not working","2025-08-11 15:57:10","EMP0639","EMP0293","Completed","2025-08-23 15:57:10","5636.55","1014.58","6651.13","Door Handle","In-house","None",False,True,"2025-08-11 15:57:10","2025-08-23 15:57:10"
"MNT000530",20,896,"Furniture Repair","High","Bathroom exhaust fan noise","2025-05-07 15:57:10","EMP0269","EMP0531","In Progress","2025-05-17 15:57:10","1115.95","200.87","1316.82","Door Handle","In-house","Minor",True,True,"2025-05-07 15:57:10","2025-05-17 15:57:10"
"MNT000531",15,2156,"Room Cleaning","High","Room door lock issue","2025-05-11 15:57:10","EMP0070","EMP0352","On Hold","2025-05-30 15:57:10","6589.01","1186.02","7775.03","Remote Battery","Local Contractor","Major",False,False,"2025-05-11 15:57:10","2025-05-30 15:57:10"
"MNT000532",25,NULL,"Ceiling Fan","High","Mini-bar not working","2025-06-30 15:57:10","EMP0367","EMP0570","On Hold","2025-07-16 15:57:10","1672.91","301.12","1974.03","Door Handle","In-house","Minor",False,True,"2025-06-30 15:57:10","2025-07-16 15:57:10"
"MNT000533",15,NULL,"TV/Electronics","Low","Bathroom tap leaking","2025-03-18 15:57:10","EMP0322","EMP0148","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-03-18 15:57:10","2025-08-19 15:57:10"
"MNT000534",22,1443,"Painting","Medium","Room door lock issue","2025-05-04 15:57:10","EMP0598","EMP0639","In Progress","2025-05-06 15:57:10","2149.22","386.86","2536.08","Tap Washer","Local Contractor","Major",True,False,"2025-05-04 15:57:10","2025-05-06 15:57:10"
"MNT000535",2,136,"Pest Control","Low","TV remote not working","2025-04-11 15:57:10","EMP0298","EMP0575","Completed","2025-04-19 15:57:10","1810.03","325.81","2135.84","Door Handle","In-house","None",False,True,"2025-04-11 15:57:10","2025-04-19 15:57:10"
"MNT000536",27,1495,"Electrical","Low","WiFi connectivity issue","2025-05-04 15:57:10","EMP0434","EMP0603","Completed","2025-05-08 15:57:10","1778.35","320.10","2098.45","Lock Mechanism","In-house","Major",False,True,"2025-05-04 15:57:10","2025-05-08 15:57:10"
"MNT000537",34,NULL,"Bathroom Fixtures","Critical","TV remote not working","2025-05-14 15:57:10","EMP0063","EMP0704","Open","2025-05-30 15:57:10","15010.01","2701.80","17711.81","Remote Battery","In-house","Minor",False,True,"2025-05-14 15:57:10","2025-05-30 15:57:10"
"MNT000538",20,1228,"Carpentry","Critical","WiFi connectivity issue","2025-05-07 15:57:10","EMP0713","EMP0361","Open","2025-05-18 15:57:10","20256.86","3646.23","23903.09","Paint","Brand Service Center","Minor",True,True,"2025-05-07 15:57:10","2025-05-18 15:57:10"
"MNT000539",42,1596,"Electrical","High","Mini-bar not working","2025-06-25 15:57:10","EMP0395","EMP0433","Completed","2025-06-29 15:57:10","2511.60","452.09","2963.69","Remote Battery","Local Contractor","Major",True,False,"2025-06-25 15:57:10","2025-06-29 15:57:10"
"MNT000540",49,505,"TV/Electronics","Medium","WiFi connectivity issue","2025-06-16 15:57:10","EMP0521","EMP0688","In Progress","2025-06-29 15:57:10","852.58","153.46","1006.04","Paint","In-house","Minor",True,True,"2025-06-16 15:57:10","2025-06-29 15:57:10"
"MNT000541",26,1339,"Ceiling Fan","Critical","AC not cooling properly","2025-02-20 15:57:10","EMP0396","EMP0075","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-02-20 15:57:10","2025-08-19 15:57:10"
"MNT000542",14,355,"Bathroom Fixtures","Low","Carpet cleaning required","2025-03-06 15:57:10","EMP0478","EMP0542","Open","2025-03-21 15:57:10","2398.17","431.67","2829.84","Geyser Element","Local Contractor","None",False,True,"2025-03-06 15:57:10","2025-03-21 15:57:10"
"MNT000543",5,NULL,"TV/Electronics","Medium","Bathroom exhaust fan noise","2025-07-23 15:57:10","EMP0719","EMP0276","Cancelled","2025-08-02 15:57:10","1209.21","217.66","1426.87","Lock Mechanism","In-house","Minor",True,False,"2025-07-23 15:57:10","2025-08-02 15:57:10"
"MNT000544",43,1580,"Geyser Repair","Medium","Ceiling fan making noise","2025-02-26 15:57:10","EMP0224","EMP0019","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-02-26 15:57:10","2025-08-19 15:57:10"
"MNT000545",4,2750,"Plumbing","High","Carpet cleaning required","2025-03-30 15:57:10","EMP0252","EMP0382","Completed","2025-04-20 15:57:10","6696.47","1205.36","7901.83","Tap Washer","Local Contractor","Major",False,False,"2025-03-30 15:57:10","2025-04-20 15:57:10"
"MNT000546",34,2891,"Carpentry","Low","Bathroom tap leaking","2025-06-10 15:57:10","EMP0010","EMP0054","Completed","2025-06-20 15:57:10","2925.14","526.53","3451.67","AC Filter","Brand Service Center","None",False,True,"2025-06-10 15:57:10","2025-06-20 15:57:10"
"MNT000547",3,NULL,"Furniture Repair","High","Geyser not heating water","2025-04-26 15:57:10","EMP0032","EMP0409","Completed","2025-04-27 15:57:10","7805.66","1405.02","9210.68","Tap Washer","Brand Service Center","Major",False,True,"2025-04-26 15:57:10","2025-04-27 15:57:10"
"MNT000548",28,1918,"TV/Electronics","Critical","Window blind repair","2025-02-20 15:57:10","EMP0407","EMP0616","On Hold","2025-02-28 15:57:10","4526.72","814.81","5341.53","Fan Belt","Local Contractor","None",True,False,"2025-02-20 15:57:10","2025-02-28 15:57:10"
"MNT000549",42,2167,"Lock Repair","Critical","Paint peeling off walls","2025-05-25 15:57:10","EMP0111","EMP0057","Completed","2025-06-08 15:57:10","21161.02","3808.98","24970.00","AC Filter","Local Contractor","Major",True,True,"2025-05-25 15:57:10","2025-06-08 15:57:10"
"MNT000550",20,393,"Ceiling Fan","High","Bathroom exhaust fan noise","2025-04-25 15:57:10","EMP0326","EMP0666","On Hold","2025-05-11 15:57:10","4212.75","758.29","4971.04","Fan Belt","Local Contractor","None",True,False,"2025-04-25 15:57:10","2025-05-11 15:57:10"
"MNT000551",33,2644,"Bathroom Fixtures","Low","Balcony door handle broken","2025-05-17 15:57:10","EMP0360","EMP0742","Completed","2025-05-29 15:57:10","1323.63","238.25","1561.88","Remote Battery","In-house","Major",True,False,"2025-05-17 15:57:10","2025-05-29 15:57:10"
"MNT000552",41,1707,"Window Repair","High","Bathroom tap leaking","2025-05-28 15:57:10","EMP0162","EMP0275","In Progress","2025-06-08 15:57:10","6948.54","1250.74","8199.28","Light Bulb","In-house","None",False,True,"2025-05-28 15:57:10","2025-06-08 15:57:10"
"MNT000553",31,962,"Geyser Repair","Critical","Bathroom exhaust fan noise","2025-05-27 15:57:10","EMP0136","EMP0080","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-05-27 15:57:10","2025-08-19 15:57:10"
"MNT000554",25,904,"Lock Repair","High","Geyser not heating water","2025-04-15 15:57:10","EMP0213","EMP0136","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-04-15 15:57:10","2025-08-19 15:57:10"
"MNT000555",16,2958,"Pest Control","Low","Room door lock issue","2025-07-23 15:57:10","EMP0160","EMP0569","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-07-23 15:57:10","2025-08-19 15:57:10"
"MNT000556",50,2348,"Painting","Critical","Bathroom exhaust fan noise","2025-06-06 15:57:10","EMP0617","EMP0320","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-06-06 15:57:10","2025-08-19 15:57:10"
"MNT000557",13,1872,"TV/Electronics","Critical","Mini-bar not working","2025-08-02 15:57:10","EMP0415","EMP0250","Cancelled","2025-08-03 15:57:10","9107.27","1639.31","10746.58","Tap Washer","Local Contractor","Minor",False,False,"2025-08-02 15:57:10","2025-08-03 15:57:10"
"MNT000558",16,1500,"Bathroom Fixtures","High","Window blind repair","2025-05-17 15:57:10","EMP0560","EMP0101","Open","2025-06-05 15:57:10","6183.18","1112.97","7296.15","Door Handle","Brand Service Center","Major",True,False,"2025-05-17 15:57:10","2025-06-05 15:57:10"
"MNT000559",7,1040,"WiFi Issues","Medium","Room door lock issue","2025-05-03 15:57:10","EMP0043","EMP0001","On Hold","2025-05-09 15:57:10","1859.73","334.75","2194.48","Paint","In-house","Major",False,False,"2025-05-03 15:57:10","2025-05-09 15:57:10"
"MNT000560",26,1831,"WiFi Issues","High","Bed sheet stains","2025-04-27 15:57:10","EMP0292","EMP0708","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-04-27 15:57:10","2025-08-19 15:57:10"
"MNT000561",43,115,"Electrical","Low","TV remote not working","2025-03-28 15:57:10","EMP0432","EMP0284","In Progress","2025-04-04 15:57:10","2418.12","435.26","2853.38","Door Handle","Local Contractor","Minor",True,False,"2025-03-28 15:57:10","2025-04-04 15:57:10"
"MNT000562",12,1297,"Bathroom Fixtures","High","AC not cooling properly","2025-04-18 15:57:10","EMP0477","EMP0531","In Progress","2025-05-05 15:57:10","1509.63","271.73","1781.36","None","In-house","None",True,True,"2025-04-18 15:57:10","2025-05-05 15:57:10"
"MNT000563",36,1748,"Pest Control","Low","Light bulb replacement needed","2025-07-08 15:57:10","EMP0141","EMP0716","Completed","2025-07-11 15:57:10","666.47","119.96","786.43","Fan Belt","In-house","Minor",True,True,"2025-07-08 15:57:10","2025-07-11 15:57:10"
"MNT000564",8,648,"Bathroom Fixtures","Low","TV remote not working","2025-02-23 15:57:10","EMP0172","EMP0633","Cancelled","2025-03-16 15:57:10","2374.63","427.43","2802.06","None","Local Contractor","Major",False,True,"2025-02-23 15:57:10","2025-03-16 15:57:10"
"MNT000565",10,1239,"Bathroom Fixtures","Low","Room door lock issue","2025-07-13 15:57:10","EMP0129","EMP0507","Completed","2025-07-18 15:57:10","2516.72","453.01","2969.73","Light Bulb","In-house","Minor",False,True,"2025-07-13 15:57:10","2025-07-18 15:57:10"
"MNT000566",4,2756,"Pest Control","High","TV remote not working","2025-02-23 15:57:10","EMP0297","EMP0511","On Hold","2025-03-16 15:57:10","2482.13","446.78","2928.91","AC Filter","In-house","Major",True,True,"2025-02-23 15:57:10","2025-03-16 15:57:10"
"MNT000567",17,678,"WiFi Issues","Critical","WiFi connectivity issue","2025-02-23 15:57:10","EMP0281","EMP0331","Open","2025-03-15 15:57:10","4364.91","785.68","5150.59","Door Handle","In-house","None",True,False,"2025-02-23 15:57:10","2025-03-15 15:57:10"
"MNT000568",25,1441,"Pest Control","Low","Ceiling fan making noise","2025-08-19 15:57:10","EMP0391","EMP0152","Open","2025-08-23 15:57:10","1936.15","348.51","2284.66","Door Handle","In-house","Minor",False,False,"2025-08-19 15:57:10","2025-08-23 15:57:10"
"MNT000569",1,NULL,"Bathroom Fixtures","Critical","Balcony door handle broken","2025-08-15 15:57:10","EMP0098","EMP0763","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-08-15 15:57:10","2025-08-19 15:57:10"
"MNT000570",23,NULL,"Ceiling Fan","Medium","Ceiling fan making noise","2025-08-11 15:57:10","EMP0278","EMP0624","Open","2025-08-24 15:57:10","754.95","135.89","890.84","Paint","In-house","None",False,False,"2025-08-11 15:57:10","2025-08-24 15:57:10"
"MNT000571",41,NULL,"WiFi Issues","Critical","Mini-bar not working","2025-06-28 15:57:10","EMP0796","EMP0386","In Progress","2025-07-15 15:57:10","19592.76","3526.70","23119.46","Paint","Brand Service Center","None",True,True,"2025-06-28 15:57:10","2025-07-15 15:57:10"
"MNT000572",8,1551,"Lock Repair","High","Bathroom tap leaking","2025-04-26 15:57:10","EMP0127","EMP0578","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-04-26 15:57:10","2025-08-19 15:57:10"
"MNT000573",42,2158,"Painting","Critical","Bathroom tap leaking","2025-02-24 15:57:10","EMP0165","EMP0026","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-02-24 15:57:10","2025-08-19 15:57:10"
"MNT000574",17,NULL,"Painting","Low","Window blind repair","2025-06-08 15:57:10","EMP0600","EMP0510","Cancelled","2025-06-16 15:57:10","1837.43","330.74","2168.17","Door Handle","In-house","None",True,True,"2025-06-08 15:57:10","2025-06-16 15:57:10"
"MNT000575",34,1519,"Room Cleaning","High","AC not cooling properly","2025-07-02 15:57:10","EMP0105","EMP0045","Open","2025-07-20 15:57:10","2261.70","407.11","2668.81","Door Handle","Local Contractor","None",True,True,"2025-07-02 15:57:10","2025-07-20 15:57:10"
"MNT000576",34,NULL,"Furniture Repair","Critical","Paint peeling off walls","2025-04-08 15:57:10","EMP0790","EMP0102","Open","2025-04-24 15:57:10","7747.87","1394.62","9142.49","Fan Belt","In-house","None",True,True,"2025-04-08 15:57:10","2025-04-24 15:57:10"
"MNT000577",34,1162,"Ceiling Fan","Critical","Balcony door handle broken","2025-07-05 15:57:10","EMP0694","EMP0213","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-07-05 15:57:10","2025-08-19 15:57:10"
"MNT000578",5,2861,"Ceiling Fan","High","Carpet cleaning required","2025-03-28 15:57:10","EMP0018","EMP0344","Completed","2025-03-31 15:57:10","7889.70","1420.15","9309.85","Remote Battery","Brand Service Center","Minor",True,False,"2025-03-28 15:57:10","2025-03-31 15:57:10"
"MNT000579",29,1303,"TV/Electronics","Low","Balcony door handle broken","2025-03-05 15:57:10","EMP0704","EMP0517","On Hold","2025-03-21 15:57:10","2465.12","443.72","2908.84","Geyser Element","In-house","Major",False,False,"2025-03-05 15:57:10","2025-03-21 15:57:10"
"MNT000580",13,1019,"Geyser Repair","Critical","Balcony door handle broken","2025-04-18 15:57:10","EMP0138","EMP0796","On Hold","2025-04-26 15:57:10","6746.27","1214.33","7960.60","Light Bulb","Local Contractor","Minor",False,True,"2025-04-18 15:57:10","2025-04-26 15:57:10"
"MNT000581",22,NULL,"TV/Electronics","Critical","Light bulb replacement needed","2025-02-28 15:57:10","EMP0292","EMP0415","On Hold","2025-03-06 15:57:10","20539.92","3697.19","24237.11","Door Handle","Local Contractor","None",True,False,"2025-02-28 15:57:10","2025-03-06 15:57:10"
"MNT000582",12,NULL,"Electrical","Critical","AC not cooling properly","2025-05-25 15:57:10","EMP0385","EMP0290","Cancelled","2025-06-09 15:57:10","14758.21","2656.48","17414.69","Door Handle","In-house","None",True,True,"2025-05-25 15:57:10","2025-06-09 15:57:10"
"MNT000583",14,999,"Window Repair","Critical","AC not cooling properly","2025-08-19 15:57:10","EMP0321","EMP0547","On Hold","2025-09-04 15:57:10","14711.53","2648.08","17359.61","Geyser Element","Local Contractor","Major",True,True,"2025-08-19 15:57:10","2025-09-04 15:57:10"
"MNT000584",20,NULL,"WiFi Issues","Critical","WiFi connectivity issue","2025-07-26 15:57:10","EMP0531","EMP0322","On Hold","2025-08-15 15:57:10","9849.46","1772.90","11622.36","None","Local Contractor","Minor",True,True,"2025-07-26 15:57:10","2025-08-15 15:57:10"
"MNT000585",29,2399,"Plumbing","Medium","Ceiling fan making noise","2025-04-24 15:57:10","EMP0512","EMP0778","Open","2025-05-07 15:57:10","2422.41","436.03","2858.44","Door Handle","In-house","Minor",False,True,"2025-04-24 15:57:10","2025-05-07 15:57:10"
"MNT000586",22,619,"Carpentry","Critical","Bathroom tap leaking","2025-04-18 15:57:10","EMP0170","EMP0777","Cancelled","2025-04-24 15:57:10","7179.73","1292.35","8472.08","Tap Washer","Local Contractor","Minor",False,True,"2025-04-18 15:57:10","2025-04-24 15:57:10"
"MNT000587",18,2572,"Painting","Critical","Mini-bar not working","2025-05-12 15:57:10","EMP0555","EMP0191","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-05-12 15:57:10","2025-08-19 15:57:10"
"MNT000588",11,NULL,"Lock Repair","High","Bathroom tap leaking","2025-07-11 15:57:10","EMP0335","EMP0526","On Hold","2025-07-17 15:57:10","6999.34","1259.88","8259.22","Door Handle","Brand Service Center","None",True,False,"2025-07-11 15:57:10","2025-07-17 15:57:10"
"MNT000589",6,2833,"Electrical","Low","Balcony door handle broken","2025-07-24 15:57:10","EMP0314","EMP0207","Cancelled","2025-07-25 15:57:10","2122.73","382.09","2504.82","Fan Belt","Local Contractor","Minor",False,True,"2025-07-24 15:57:10","2025-07-25 15:57:10"
"MNT000590",33,645,"Room Cleaning","High","Bed sheet stains","2025-06-02 15:57:10","EMP0211","EMP0563","Completed","2025-06-05 15:57:10","4167.44","750.14","4917.58","AC Filter","In-house","None",False,True,"2025-06-02 15:57:10","2025-06-05 15:57:10"
"MNT000591",16,692,"TV/Electronics","Medium","Geyser not heating water","2025-08-07 15:57:10","EMP0467","EMP0167","In Progress","2025-08-11 15:57:10","1775.77","319.64","2095.41","Light Bulb","In-house","Major",True,True,"2025-08-07 15:57:10","2025-08-11 15:57:10"
"MNT000592",4,NULL,"Geyser Repair","Low","Ceiling fan making noise","2025-03-02 15:57:10","EMP0764","EMP0594","Completed","2025-03-11 15:57:10","659.87","118.78","778.65","Fan Belt","In-house","None",True,True,"2025-03-02 15:57:10","2025-03-11 15:57:10"
"MNT000593",47,2650,"Room Cleaning","Low","Light bulb replacement needed","2025-04-29 15:57:10","EMP0224","EMP0521","Open","2025-05-14 15:57:10","164.52","29.61","194.13","Door Handle","In-house","Major",False,True,"2025-04-29 15:57:10","2025-05-14 15:57:10"
"MNT000594",43,695,"Geyser Repair","Medium","Bathroom tap leaking","2025-04-09 15:57:10","EMP0152","EMP0084","Completed","2025-04-30 15:57:10","184.91","33.28","218.19","Paint","In-house","None",True,False,"2025-04-09 15:57:10","2025-04-30 15:57:10"
"MNT000595",49,27,"Lock Repair","Critical","Paint peeling off walls","2025-03-22 15:57:10","EMP0623","EMP0203","In Progress","2025-03-24 15:57:10","11172.74","2011.09","13183.83","Light Bulb","In-house","None",False,False,"2025-03-22 15:57:10","2025-03-24 15:57:10"
"MNT000596",12,1140,"Geyser Repair","High","Room door lock issue","2025-05-19 15:57:10","EMP0362","EMP0449","Open","2025-06-01 15:57:10","2625.02","472.50","3097.52","AC Filter","Local Contractor","None",True,False,"2025-05-19 15:57:10","2025-06-01 15:57:10"
"MNT000597",32,809,"Ceiling Fan","Medium","Paint peeling off walls","2025-03-10 15:57:10","EMP0056","EMP0167","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-03-10 15:57:10","2025-08-19 15:57:10"
"MNT000598",47,1900,"Electrical","Low","Ceiling fan making noise","2025-07-11 15:57:10","EMP0337","EMP0359","Open","2025-07-17 15:57:10","1431.21","257.62","1688.83","Door Handle","In-house","Minor",False,False,"2025-07-11 15:57:10","2025-07-17 15:57:10"
"MNT000599",8,1046,"Pest Control","High","Carpet cleaning required","2025-03-04 15:57:10","EMP0377","EMP0402","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","None",False,False,"2025-03-04 15:57:10","2025-08-19 15:57:10"
"MNT000600",26,450,"Painting","Low","Light bulb replacement needed","2025-06-03 15:57:10","EMP0535","EMP0295","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-06-03 15:57:10","2025-08-19 15:57:10"
